report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,crime_occurred,age_group
21223,2022-06-05,2022-06-03,13:21:00,Ghaziabad,565,SHOPLIFTING,62,F,Blunt Object,Other Crime,12,Yes,28-06-2022,Afternoon,Senior-Citizen
21224,2022-06-03,2022-06-03,06:36:00,Delhi,330,ARSON,68,F,Unknown,Fire Accident,11,Yes,05-08-2022,Morning,Senior-Citizen
21225,2022-06-06,2022-06-03,16:52:00,Chennai,534,KIDNAPPING,46,M,Other,Other Crime,8,Yes,11-07-2022,Afternoon,Adult
21226,2022-06-05,2022-06-03,15:34:00,Mumbai,231,ASSAULT,47,F,Other,Violent Crime,6,Yes,22-08-2022,Afternoon,Adult
21227,2022-06-05,2022-06-03,22:09:00,Faridabad,434,VEHICLE - STOLEN,13,M,Unknown,Violent Crime,19,Yes,14-07-2022,Night,Teenager
21228,2022-06-03,2022-06-03,08:03:00,Bangalore,368,KIDNAPPING,54,X,Unknown,Other Crime,12,Yes,18-06-2022,Morning,Adult
21229,2022-06-04,2022-06-03,19:31:00,Bangalore,296,EXTORTION,42,X,Knife,Other Crime,10,Yes,02-07-2022,Evening,Adult
21230,2022-06-06,2022-06-03,22:48:00,Agra,386,VEHICLE - STOLEN,14,M,Unknown,Violent Crime,5,No,Null,Night,Teenager
21231,2022-06-03,2022-06-03,16:51:00,Ludhiana,461,ROBBERY,43,F,Unknown,Violent Crime,15,No,Null,Afternoon,Adult
21232,2022-06-04,2022-06-03,12:11:00,Ludhiana,401,DRUG OFFENSE,22,M,Other,Other Crime,15,No,Null,Afternoon,Adult
21233,2022-06-06,2022-06-03,09:09:00,Surat,343,IDENTITY THEFT,13,F,Other,Violent Crime,14,No,Null,Morning,Teenager
21234,2022-06-06,2022-06-03,07:11:00,Hyderabad,311,ROBBERY,79,X,Unknown,Violent Crime,6,Yes,13-10-2022,Morning,Senior-Citizen
21235,2022-06-03,2022-06-03,14:27:00,Kolkata,180,FRAUD,11,X,Knife,Other Crime,13,Yes,02-08-2022,Afternoon,Child
21236,2022-06-03,2022-06-03,03:22:00,Delhi,510,VANDALISM,71,F,Explosives,Other Crime,5,Yes,09-07-2022,Night,Senior-Citizen
21237,2022-06-04,2022-06-03,20:54:00,Delhi,404,FRAUD,55,X,Poison,Other Crime,11,Yes,20-08-2022,Evening,Adult
21238,2022-06-06,2022-06-03,18:58:00,Indore,373,SEXUAL ASSAULT,25,X,Knife,Violent Crime,18,Yes,19-05-2023,Evening,Adult
21239,2022-06-03,2022-06-03,07:57:00,Lucknow,171,ARSON,74,F,Blunt Object,Fire Accident,15,Yes,15-08-2022,Morning,Senior-Citizen
21240,2022-06-05,2022-06-03,19:37:00,Hyderabad,320,DOMESTIC VIOLENCE,27,F,Explosives,Violent Crime,3,No,Null,Evening,Adult
21241,2022-06-05,2022-06-04,05:10:00,Bangalore,312,FIREARM OFFENSE,11,F,Blunt Object,Fire Accident,11,No,Null,Morning,Child
21242,2022-06-04,2022-06-04,17:51:00,Kolkata,357,ILLEGAL POSSESSION,77,M,Firearm,Other Crime,6,No,Null,Evening,Senior-Citizen
21243,2022-06-06,2022-06-04,13:08:00,Ahmedabad,157,SEXUAL ASSAULT,63,F,Unknown,Violent Crime,9,Yes,18-06-2023,Afternoon,Senior-Citizen
21244,2022-06-06,2022-06-04,22:59:00,Mumbai,579,ARSON,67,M,Other,Fire Accident,8,Yes,13-08-2022,Night,Senior-Citizen
21245,2022-06-05,2022-06-04,16:44:00,Kolkata,478,DOMESTIC VIOLENCE,69,M,Blunt Object,Violent Crime,8,Yes,09-07-2022,Afternoon,Senior-Citizen
21246,2022-06-05,2022-06-04,12:14:00,Kolkata,325,SHOPLIFTING,63,M,Poison,Other Crime,11,No,Null,Afternoon,Senior-Citizen
21247,2022-06-06,2022-06-04,22:28:00,Kolkata,170,HOMICIDE,35,M,Unknown,Other Crime,13,No,Null,Night,Adult
21248,2022-06-04,2022-06-04,09:20:00,Patna,249,ILLEGAL POSSESSION,17,X,Poison,Other Crime,1,No,Null,Morning,Teenager
21249,2022-06-06,2022-06-04,17:07:00,Hyderabad,443,VANDALISM,63,M,Poison,Other Crime,18,Yes,21-07-2022,Evening,Senior-Citizen
21250,2022-06-06,2022-06-04,19:21:00,Mumbai,318,BURGLARY,45,M,Firearm,Other Crime,16,Yes,16-08-2022,Evening,Adult
21251,2022-06-06,2022-06-04,23:26:00,Rajkot,491,FRAUD,17,X,Poison,Other Crime,7,No,Null,Night,Teenager
21252,2022-06-04,2022-06-04,04:23:00,Bangalore,491,PUBLIC INTOXICATION,48,M,Other,Other Crime,18,No,Null,Night,Adult
21253,2022-06-06,2022-06-04,13:51:00,Delhi,558,CYBERCRIME,12,X,Firearm,Other Crime,17,Yes,14-07-2022,Afternoon,Child
21254,2022-06-07,2022-06-04,12:17:00,Nagpur,504,BURGLARY,50,F,Explosives,Other Crime,19,No,Null,Afternoon,Adult
21255,2022-06-07,2022-06-04,07:17:00,Pune,302,CYBERCRIME,30,M,Blunt Object,Other Crime,16,Yes,13-08-2022,Morning,Adult
21256,2022-06-07,2022-06-04,13:43:00,Hyderabad,494,EXTORTION,43,F,Unknown,Other Crime,7,Yes,23-06-2022,Afternoon,Adult
21257,2022-06-06,2022-06-04,16:30:00,Nagpur,251,VANDALISM,32,M,Knife,Other Crime,1,Yes,30-06-2022,Afternoon,Adult
21258,2022-06-05,2022-06-04,22:42:00,Bangalore,588,KIDNAPPING,42,X,Unknown,Other Crime,12,Yes,16-06-2022,Night,Adult
21259,2022-06-07,2022-06-04,15:03:00,Patna,570,DOMESTIC VIOLENCE,53,F,Explosives,Violent Crime,18,Yes,27-08-2022,Afternoon,Adult
21260,2022-06-07,2022-06-04,20:39:00,Mumbai,404,ROBBERY,73,F,Firearm,Violent Crime,13,No,Null,Evening,Senior-Citizen
21261,2022-06-06,2022-06-04,14:50:00,Surat,220,TRAFFIC VIOLATION,57,X,Blunt Object,Traffic Fatality,3,Yes,19-06-2022,Afternoon,Adult
21262,2022-06-07,2022-06-04,03:31:00,Faridabad,220,KIDNAPPING,55,M,Firearm,Other Crime,18,Yes,29-06-2022,Night,Adult
21263,2022-06-05,2022-06-04,12:25:00,Pune,286,EXTORTION,79,F,Unknown,Other Crime,17,No,Null,Afternoon,Senior-Citizen
21264,2022-06-07,2022-06-04,07:59:00,Hyderabad,398,COUNTERFEITING,41,X,Firearm,Other Crime,19,Yes,31-07-2022,Morning,Adult
21265,2022-06-07,2022-06-05,16:51:00,Kolkata,552,EXTORTION,76,M,Knife,Other Crime,19,Yes,07-08-2022,Afternoon,Senior-Citizen
21266,2022-06-06,2022-06-05,01:21:00,Mumbai,517,TRAFFIC VIOLATION,32,F,Knife,Traffic Fatality,6,Yes,30-06-2022,Night,Adult
21267,2022-06-07,2022-06-05,20:40:00,Mumbai,189,HOMICIDE,20,M,Explosives,Other Crime,6,Yes,11-11-2023,Evening,Adult
21268,2022-06-06,2022-06-05,14:34:00,Ahmedabad,466,SHOPLIFTING,16,X,Unknown,Other Crime,13,No,Null,Afternoon,Teenager
21269,2022-06-05,2022-06-05,14:06:00,Mumbai,592,PUBLIC INTOXICATION,30,M,Blunt Object,Other Crime,16,No,Null,Afternoon,Adult
21270,2022-06-07,2022-06-05,04:40:00,Mumbai,416,PUBLIC INTOXICATION,20,F,Firearm,Other Crime,10,Yes,22-06-2022,Night,Adult
21271,2022-06-05,2022-06-05,08:56:00,Lucknow,162,ARSON,72,M,Unknown,Fire Accident,17,Yes,28-07-2022,Morning,Senior-Citizen
21272,2022-06-05,2022-06-05,17:14:00,Delhi,218,KIDNAPPING,45,M,Poison,Other Crime,7,Yes,01-07-2022,Evening,Adult
21273,2022-06-06,2022-06-05,06:20:00,Chennai,147,ROBBERY,32,M,Unknown,Violent Crime,7,Yes,07-09-2022,Morning,Adult
21274,2022-06-07,2022-06-05,21:55:00,Thane,518,HOMICIDE,47,M,Knife,Other Crime,5,Yes,08-03-2024,Night,Adult
21275,2022-06-07,2022-06-05,10:54:00,Ghaziabad,229,ILLEGAL POSSESSION,30,M,Knife,Other Crime,14,Yes,08-08-2022,Morning,Adult
21276,2022-06-05,2022-06-05,10:59:00,Kolkata,265,FRAUD,10,M,Explosives,Other Crime,12,Yes,12-08-2022,Morning,Child
21277,2022-06-05,2022-06-05,09:42:00,Kolkata,394,VANDALISM,34,M,Blunt Object,Other Crime,1,No,Null,Morning,Adult
21278,2022-06-05,2022-06-05,20:39:00,Bangalore,333,ASSAULT,39,X,Firearm,Violent Crime,2,Yes,15-06-2022,Evening,Adult
21279,2022-06-07,2022-06-05,20:41:00,Mumbai,468,EXTORTION,41,X,Poison,Other Crime,10,Yes,01-07-2022,Evening,Adult
21280,2022-06-06,2022-06-05,05:26:00,Ahmedabad,589,FIREARM OFFENSE,37,F,Blunt Object,Fire Accident,17,No,Null,Morning,Adult
21281,2022-06-07,2022-06-05,16:59:00,Faridabad,153,FIREARM OFFENSE,29,M,Other,Fire Accident,8,Yes,04-07-2022,Afternoon,Adult
21282,2022-06-06,2022-06-05,13:08:00,Patna,331,FRAUD,61,X,Unknown,Other Crime,13,No,Null,Afternoon,Senior-Citizen
21283,2022-06-08,2022-06-05,08:43:00,Delhi,460,ROBBERY,50,F,Knife,Violent Crime,2,Yes,24-08-2022,Morning,Adult
21284,2022-06-08,2022-06-05,09:30:00,Jaipur,481,SHOPLIFTING,72,M,Explosives,Other Crime,18,Yes,07-08-2022,Morning,Senior-Citizen
21285,2022-06-05,2022-06-05,23:51:00,Delhi,557,FRAUD,67,X,Knife,Other Crime,19,No,Null,Night,Senior-Citizen
21286,2022-06-06,2022-06-05,09:33:00,Nagpur,246,SHOPLIFTING,73,M,Unknown,Other Crime,10,No,Null,Morning,Senior-Citizen
21287,2022-06-06,2022-06-05,10:39:00,Hyderabad,145,ILLEGAL POSSESSION,34,M,Poison,Other Crime,8,Yes,07-07-2022,Morning,Adult
21288,2022-06-06,2022-06-05,17:53:00,Bangalore,168,VEHICLE - STOLEN,24,F,Knife,Violent Crime,16,No,Null,Evening,Adult
21289,2022-06-07,2022-06-06,21:57:00,Nagpur,543,DOMESTIC VIOLENCE,36,F,Blunt Object,Violent Crime,12,Yes,23-07-2022,Night,Adult
21290,2022-06-06,2022-06-06,20:29:00,Bangalore,431,ROBBERY,63,X,Poison,Violent Crime,8,Yes,05-11-2022,Evening,Senior-Citizen
21291,2022-06-07,2022-06-06,03:07:00,Pune,348,PUBLIC INTOXICATION,58,X,Other,Other Crime,4,Yes,06-07-2022,Night,Adult
21292,2022-06-06,2022-06-06,13:10:00,Agra,119,TRAFFIC VIOLATION,63,X,Blunt Object,Traffic Fatality,10,Yes,03-07-2022,Afternoon,Senior-Citizen
21293,2022-06-07,2022-06-06,09:44:00,Ghaziabad,488,TRAFFIC VIOLATION,32,M,Other,Traffic Fatality,8,No,Null,Morning,Adult
21294,2022-06-07,2022-06-06,15:29:00,Faridabad,239,ASSAULT,72,X,Firearm,Violent Crime,4,No,Null,Afternoon,Senior-Citizen
21295,2022-06-07,2022-06-06,01:09:00,Visakhapatnam,224,DOMESTIC VIOLENCE,55,M,Knife,Violent Crime,3,No,Null,Night,Adult
21296,2022-06-06,2022-06-06,17:29:00,Chennai,443,VEHICLE - STOLEN,22,M,Other,Violent Crime,2,No,Null,Evening,Adult
21297,2022-06-09,2022-06-06,11:26:00,Bangalore,246,VEHICLE - STOLEN,73,X,Knife,Violent Crime,6,No,Null,Morning,Senior-Citizen
21298,2022-06-06,2022-06-06,04:51:00,Jaipur,538,ARSON,48,F,Knife,Fire Accident,16,No,Null,Night,Adult
21299,2022-06-07,2022-06-06,19:11:00,Nagpur,523,HOMICIDE,42,F,Unknown,Other Crime,16,No,Null,Evening,Adult
21300,2022-06-07,2022-06-06,07:21:00,Chennai,485,FIREARM OFFENSE,71,M,Other,Fire Accident,9,No,Null,Morning,Senior-Citizen
21301,2022-06-08,2022-06-06,05:25:00,Mumbai,568,SHOPLIFTING,19,X,Other,Other Crime,15,No,Null,Morning,Teenager
21302,2022-06-07,2022-06-06,07:25:00,Ahmedabad,598,ASSAULT,47,X,Firearm,Violent Crime,4,No,Null,Morning,Adult
21303,2022-06-08,2022-06-06,17:58:00,Pune,399,SHOPLIFTING,73,M,Knife,Other Crime,8,Yes,19-07-2022,Evening,Senior-Citizen
21304,2022-06-08,2022-06-06,22:15:00,Nagpur,292,KIDNAPPING,18,F,Explosives,Other Crime,11,Yes,24-07-2022,Night,Teenager
21305,2022-06-08,2022-06-06,00:58:00,Pune,265,EXTORTION,26,M,Other,Other Crime,11,Yes,16-07-2022,Night,Adult
21306,2022-06-08,2022-06-06,08:55:00,Mumbai,339,ASSAULT,37,X,Firearm,Violent Crime,12,Yes,10-08-2022,Morning,Adult
21307,2022-06-08,2022-06-06,00:20:00,Mumbai,129,KIDNAPPING,16,X,Firearm,Other Crime,19,Yes,13-07-2022,Night,Teenager
21308,2022-06-08,2022-06-06,07:07:00,Bangalore,128,HOMICIDE,11,M,Explosives,Other Crime,11,No,Null,Morning,Child
21309,2022-06-08,2022-06-06,00:13:00,Hyderabad,473,ILLEGAL POSSESSION,72,M,Other,Other Crime,4,No,Null,Night,Senior-Citizen
21310,2022-06-08,2022-06-06,03:50:00,Meerut,133,PUBLIC INTOXICATION,31,X,Knife,Other Crime,2,Yes,10-06-2022,Night,Adult
21311,2022-06-07,2022-06-06,07:25:00,Mumbai,201,ILLEGAL POSSESSION,31,M,Explosives,Other Crime,2,Yes,20-06-2022,Morning,Adult
21312,2022-06-08,2022-06-06,00:37:00,Chennai,161,SHOPLIFTING,62,M,Explosives,Other Crime,19,No,Null,Night,Senior-Citizen
21313,2022-06-08,2022-06-07,21:45:00,Delhi,481,BURGLARY,33,X,Blunt Object,Other Crime,18,No,Null,Night,Adult
21314,2022-06-08,2022-06-07,12:15:00,Kolkata,111,PUBLIC INTOXICATION,53,M,Poison,Other Crime,12,Yes,20-06-2022,Afternoon,Adult
21315,2022-06-09,2022-06-07,07:44:00,Pune,406,ASSAULT,50,X,Blunt Object,Violent Crime,5,Yes,29-07-2022,Morning,Adult
21316,2022-06-07,2022-06-07,10:54:00,Pune,598,FIREARM OFFENSE,76,X,Poison,Fire Accident,18,Yes,10-07-2022,Morning,Senior-Citizen
21317,2022-06-09,2022-06-07,21:33:00,Delhi,204,TRAFFIC VIOLATION,79,M,Poison,Traffic Fatality,3,No,Null,Night,Senior-Citizen
21318,2022-06-08,2022-06-07,01:20:00,Kolkata,217,DOMESTIC VIOLENCE,29,F,Firearm,Violent Crime,5,No,Null,Night,Adult
21319,2022-06-10,2022-06-07,18:10:00,Kolkata,506,DRUG OFFENSE,75,M,Explosives,Other Crime,2,No,Null,Evening,Senior-Citizen
21320,2022-06-08,2022-06-07,19:13:00,Visakhapatnam,158,SHOPLIFTING,47,F,Firearm,Other Crime,16,No,Null,Evening,Adult
21321,2022-06-07,2022-06-07,19:33:00,Chennai,151,HOMICIDE,23,M,Blunt Object,Other Crime,1,Yes,24-01-2024,Evening,Adult
21322,2022-06-07,2022-06-07,12:08:00,Mumbai,506,IDENTITY THEFT,68,F,Unknown,Violent Crime,16,No,Null,Afternoon,Senior-Citizen
21323,2022-06-07,2022-06-07,10:51:00,Pune,193,HOMICIDE,34,X,Blunt Object,Other Crime,12,No,Null,Morning,Adult
21324,2022-06-09,2022-06-07,16:40:00,Hyderabad,205,DRUG OFFENSE,38,X,Knife,Other Crime,11,No,Null,Afternoon,Adult
21325,2022-06-08,2022-06-07,15:20:00,Mumbai,178,ASSAULT,24,X,Poison,Violent Crime,6,Yes,02-07-2022,Afternoon,Adult
21326,2022-06-08,2022-06-07,17:17:00,Delhi,296,SEXUAL ASSAULT,66,M,Unknown,Violent Crime,7,No,Null,Evening,Senior-Citizen
21327,2022-06-08,2022-06-07,01:44:00,Pune,515,SHOPLIFTING,54,F,Knife,Other Crime,8,Yes,27-08-2022,Night,Adult
21328,2022-06-08,2022-06-07,02:41:00,Kolkata,582,SEXUAL ASSAULT,22,M,Other,Violent Crime,16,No,Null,Night,Adult
21329,2022-06-08,2022-06-07,23:39:00,Ahmedabad,396,COUNTERFEITING,64,X,Knife,Other Crime,13,No,Null,Night,Senior-Citizen
21330,2022-06-09,2022-06-07,13:14:00,Chennai,574,ASSAULT,56,X,Explosives,Violent Crime,2,Yes,13-08-2022,Afternoon,Adult
21331,2022-06-08,2022-06-07,22:18:00,Surat,322,BURGLARY,10,M,Other,Other Crime,12,Yes,12-11-2022,Night,Child
21332,2022-06-10,2022-06-07,05:58:00,Pune,302,DOMESTIC VIOLENCE,51,M,Firearm,Violent Crime,10,Yes,27-07-2022,Morning,Adult
21333,2022-06-10,2022-06-07,13:22:00,Hyderabad,346,VEHICLE - STOLEN,63,F,Knife,Violent Crime,17,Yes,28-06-2022,Afternoon,Senior-Citizen
21334,2022-06-08,2022-06-07,16:47:00,Hyderabad,280,COUNTERFEITING,55,X,Blunt Object,Other Crime,19,Yes,29-06-2022,Afternoon,Adult
21335,2022-06-09,2022-06-07,07:07:00,Hyderabad,459,CYBERCRIME,31,F,Knife,Other Crime,12,No,Null,Morning,Adult
21336,2022-06-09,2022-06-07,12:24:00,Kolkata,454,COUNTERFEITING,20,M,Firearm,Other Crime,15,No,Null,Afternoon,Adult
21337,2022-06-09,2022-06-08,15:40:00,Hyderabad,135,BURGLARY,13,X,Other,Other Crime,16,Yes,04-12-2022,Afternoon,Teenager
21338,2022-06-09,2022-06-08,03:46:00,Chennai,423,BURGLARY,78,F,Poison,Other Crime,3,No,Null,Night,Senior-Citizen
21339,2022-06-10,2022-06-08,11:21:00,Pune,417,CYBERCRIME,35,X,Unknown,Other Crime,19,No,Null,Morning,Adult
21340,2022-06-08,2022-06-08,19:32:00,Agra,557,SEXUAL ASSAULT,74,X,Explosives,Violent Crime,13,Yes,11-05-2023,Evening,Senior-Citizen
21341,2022-06-08,2022-06-08,06:45:00,Ahmedabad,269,KIDNAPPING,27,F,Other,Other Crime,19,Yes,17-07-2022,Morning,Adult
21342,2022-06-09,2022-06-08,23:15:00,Jaipur,290,ARSON,71,M,Unknown,Fire Accident,16,Yes,16-06-2022,Night,Senior-Citizen
21343,2022-06-10,2022-06-08,05:49:00,Ghaziabad,106,ROBBERY,27,X,Knife,Violent Crime,4,No,Null,Morning,Adult
21344,2022-06-08,2022-06-08,23:21:00,Delhi,353,IDENTITY THEFT,22,X,Firearm,Violent Crime,14,Yes,10-07-2022,Night,Adult
21345,2022-06-11,2022-06-08,18:01:00,Delhi,564,IDENTITY THEFT,45,M,Poison,Violent Crime,2,No,Null,Evening,Adult
21346,2022-06-10,2022-06-08,05:11:00,Pune,223,SHOPLIFTING,13,X,Knife,Other Crime,8,No,Null,Morning,Teenager
21347,2022-06-10,2022-06-08,05:21:00,Vasai,586,TRAFFIC VIOLATION,77,F,Unknown,Traffic Fatality,5,Yes,23-06-2022,Morning,Senior-Citizen
21348,2022-06-11,2022-06-08,16:12:00,Chennai,244,PUBLIC INTOXICATION,79,F,Unknown,Other Crime,13,Yes,07-07-2022,Afternoon,Senior-Citizen
21349,2022-06-09,2022-06-08,22:15:00,Jaipur,180,CYBERCRIME,39,M,Explosives,Other Crime,16,No,Null,Night,Adult
21350,2022-06-09,2022-06-08,16:34:00,Ahmedabad,573,CYBERCRIME,48,X,Firearm,Other Crime,4,No,Null,Afternoon,Adult
21351,2022-06-10,2022-06-08,19:43:00,Delhi,152,VANDALISM,31,X,Other,Other Crime,5,No,Null,Evening,Adult
21352,2022-06-08,2022-06-08,09:21:00,Mumbai,171,FRAUD,21,X,Other,Other Crime,4,No,Null,Morning,Adult
21353,2022-06-09,2022-06-08,09:43:00,Bangalore,506,PUBLIC INTOXICATION,53,X,Blunt Object,Other Crime,6,Yes,19-06-2022,Morning,Adult
21354,2022-06-08,2022-06-08,09:05:00,Surat,115,EXTORTION,44,X,Blunt Object,Other Crime,18,Yes,17-07-2022,Morning,Adult
21355,2022-06-09,2022-06-08,04:12:00,Delhi,395,DRUG OFFENSE,23,M,Other,Other Crime,8,No,Null,Night,Adult
21356,2022-06-10,2022-06-08,13:09:00,Mumbai,252,BURGLARY,16,M,Firearm,Other Crime,19,Yes,08-11-2022,Afternoon,Teenager
21357,2022-06-09,2022-06-08,06:11:00,Lucknow,126,SHOPLIFTING,35,X,Knife,Other Crime,1,Yes,30-08-2022,Morning,Adult
21358,2022-06-09,2022-06-08,20:08:00,Mumbai,341,COUNTERFEITING,74,F,Firearm,Other Crime,3,Yes,10-07-2022,Evening,Senior-Citizen
21359,2022-06-10,2022-06-08,16:37:00,Hyderabad,111,HOMICIDE,27,F,Blunt Object,Other Crime,7,Yes,06-05-2023,Afternoon,Adult
21360,2022-06-10,2022-06-08,14:29:00,Bangalore,510,VANDALISM,34,X,Blunt Object,Other Crime,5,Yes,25-07-2022,Afternoon,Adult
21361,2022-06-09,2022-06-09,23:54:00,Meerut,425,CYBERCRIME,68,F,Poison,Other Crime,11,Yes,09-08-2022,Night,Senior-Citizen
21362,2022-06-09,2022-06-09,20:00:00,Delhi,169,EXTORTION,58,X,Explosives,Other Crime,8,No,Null,Evening,Adult
21363,2022-06-10,2022-06-09,02:15:00,Bangalore,521,KIDNAPPING,19,M,Other,Other Crime,4,Yes,31-07-2022,Night,Teenager
21364,2022-06-09,2022-06-09,07:18:00,Nashik,314,DOMESTIC VIOLENCE,43,X,Knife,Violent Crime,3,No,Null,Morning,Adult
21365,2022-06-09,2022-06-09,10:03:00,Mumbai,104,VANDALISM,40,M,Blunt Object,Other Crime,1,No,Null,Morning,Adult
21366,2022-06-09,2022-06-09,20:32:00,Kolkata,142,CYBERCRIME,24,M,Poison,Other Crime,1,Yes,24-08-2022,Evening,Adult
21367,2022-06-12,2022-06-09,12:22:00,Mumbai,599,COUNTERFEITING,72,F,Knife,Other Crime,14,Yes,26-06-2022,Afternoon,Senior-Citizen
21368,2022-06-11,2022-06-09,13:34:00,Mumbai,211,COUNTERFEITING,23,M,Knife,Other Crime,17,No,Null,Afternoon,Adult
21369,2022-06-09,2022-06-09,07:08:00,Surat,130,DOMESTIC VIOLENCE,63,M,Knife,Violent Crime,6,Yes,01-09-2022,Morning,Senior-Citizen
21370,2022-06-10,2022-06-09,17:49:00,Bhopal,170,PUBLIC INTOXICATION,12,M,Knife,Other Crime,7,Yes,11-06-2022,Evening,Child
21371,2022-06-09,2022-06-09,11:21:00,Ludhiana,434,ASSAULT,28,X,Firearm,Violent Crime,16,No,Null,Morning,Adult
21372,2022-06-10,2022-06-09,20:45:00,Hyderabad,443,DRUG OFFENSE,78,F,Poison,Other Crime,16,No,Null,Evening,Senior-Citizen
21373,2022-06-10,2022-06-09,17:20:00,Kanpur,444,PUBLIC INTOXICATION,12,M,Unknown,Other Crime,8,Yes,08-07-2022,Evening,Child
21374,2022-06-09,2022-06-09,20:18:00,Kalyan,415,COUNTERFEITING,16,X,Other,Other Crime,1,Yes,10-08-2022,Evening,Teenager
21375,2022-06-12,2022-06-09,13:07:00,Ahmedabad,407,TRAFFIC VIOLATION,27,X,Blunt Object,Traffic Fatality,2,Yes,29-06-2022,Afternoon,Adult
21376,2022-06-09,2022-06-09,11:24:00,Pune,482,KIDNAPPING,10,M,Unknown,Other Crime,13,Yes,30-08-2022,Morning,Child
21377,2022-06-11,2022-06-09,06:15:00,Chennai,361,ARSON,61,M,Firearm,Fire Accident,12,No,Null,Morning,Senior-Citizen
21378,2022-06-10,2022-06-09,23:49:00,Meerut,493,IDENTITY THEFT,19,X,Knife,Violent Crime,1,Yes,28-06-2022,Night,Teenager
21379,2022-06-09,2022-06-09,10:21:00,Lucknow,264,FIREARM OFFENSE,41,M,Unknown,Fire Accident,19,Yes,02-09-2022,Morning,Adult
21380,2022-06-10,2022-06-09,23:33:00,Mumbai,219,IDENTITY THEFT,41,X,Blunt Object,Violent Crime,18,Yes,23-08-2022,Night,Adult
21381,2022-06-11,2022-06-09,00:26:00,Patna,136,DOMESTIC VIOLENCE,79,X,Explosives,Violent Crime,17,No,Null,Night,Senior-Citizen
21382,2022-06-10,2022-06-09,13:20:00,Chennai,122,ILLEGAL POSSESSION,63,X,Blunt Object,Other Crime,7,Yes,18-07-2022,Afternoon,Senior-Citizen
21383,2022-06-10,2022-06-09,23:27:00,Agra,110,TRAFFIC VIOLATION,28,X,Unknown,Traffic Fatality,5,No,Null,Night,Adult
21384,2022-06-12,2022-06-09,15:03:00,Kolkata,323,SEXUAL ASSAULT,34,X,Firearm,Violent Crime,1,No,Null,Afternoon,Adult
21385,2022-06-11,2022-06-10,01:32:00,Lucknow,254,ROBBERY,50,X,Poison,Violent Crime,13,Yes,22-10-2022,Night,Adult
21386,2022-06-11,2022-06-10,06:06:00,Delhi,130,DRUG OFFENSE,49,F,Firearm,Other Crime,17,Yes,18-08-2022,Morning,Adult
21387,2022-06-12,2022-06-10,23:24:00,Bangalore,108,FIREARM OFFENSE,69,X,Unknown,Fire Accident,8,No,Null,Night,Senior-Citizen
21388,2022-06-12,2022-06-10,09:38:00,Hyderabad,280,ASSAULT,14,F,Explosives,Violent Crime,6,No,Null,Morning,Teenager
21389,2022-06-12,2022-06-10,21:32:00,Ahmedabad,240,ASSAULT,40,X,Knife,Violent Crime,9,Yes,29-08-2022,Night,Adult
21390,2022-06-12,2022-06-10,06:12:00,Delhi,320,KIDNAPPING,32,X,Knife,Other Crime,3,No,Null,Morning,Adult
21391,2022-06-12,2022-06-10,15:12:00,Delhi,412,HOMICIDE,34,X,Poison,Other Crime,6,Yes,06-07-2023,Afternoon,Adult
21392,2022-06-12,2022-06-10,01:06:00,Kalyan,136,DOMESTIC VIOLENCE,46,F,Blunt Object,Violent Crime,1,No,Null,Night,Adult
21393,2022-06-12,2022-06-10,16:04:00,Mumbai,140,ROBBERY,47,F,Firearm,Violent Crime,15,Yes,03-12-2022,Afternoon,Adult
21394,2022-06-12,2022-06-10,08:12:00,Mumbai,599,SHOPLIFTING,41,F,Poison,Other Crime,1,Yes,12-08-2022,Morning,Adult
21395,2022-06-10,2022-06-10,04:46:00,Hyderabad,211,CYBERCRIME,62,F,Blunt Object,Other Crime,3,Yes,17-08-2022,Night,Senior-Citizen
21396,2022-06-11,2022-06-10,00:06:00,Jaipur,323,VEHICLE - STOLEN,63,F,Firearm,Violent Crime,7,Yes,02-08-2022,Night,Senior-Citizen
21397,2022-06-10,2022-06-10,13:40:00,Delhi,597,EXTORTION,62,M,Poison,Other Crime,17,Yes,29-06-2022,Afternoon,Senior-Citizen
21398,2022-06-10,2022-06-10,04:56:00,Agra,536,ILLEGAL POSSESSION,48,F,Poison,Other Crime,18,Yes,03-08-2022,Night,Adult
21399,2022-06-10,2022-06-10,18:35:00,Kolkata,411,EXTORTION,50,F,Other,Other Crime,17,Yes,10-08-2022,Evening,Adult
21400,2022-06-12,2022-06-10,06:05:00,Patna,212,ARSON,78,M,Blunt Object,Fire Accident,7,No,Null,Morning,Senior-Citizen
21401,2022-06-11,2022-06-10,03:13:00,Pune,382,CYBERCRIME,26,M,Other,Other Crime,2,Yes,22-08-2022,Night,Adult
21402,2022-06-12,2022-06-10,15:15:00,Surat,549,FIREARM OFFENSE,79,X,Poison,Fire Accident,13,No,Null,Afternoon,Senior-Citizen
21403,2022-06-12,2022-06-10,04:26:00,Delhi,383,VANDALISM,42,X,Explosives,Other Crime,5,No,Null,Night,Adult
21404,2022-06-11,2022-06-10,03:32:00,Mumbai,232,BURGLARY,50,X,Knife,Other Crime,4,Yes,13-11-2022,Night,Adult
